rjd,vrad,true_vrad,fwhm,bis_span,contrast,s_mw,ha,na,ca,rhk,corrected_file,observation_file,star,Name,gaia_dr3,Teff,eTeff,Logg,eLogg,[Fe/H],e[Fe/H],Vt,eVt,Gmag,Plx,Distance,Mass_t,Radius_t,SWFlag,Reference,Link,Update,Database,vrad_fractional_mean,true_vrad_fractional_mean,fwhm_fractional_mean,bis_span_fractional_mean,contrast_fractional_mean,vrad_subtract_mean,true_vrad_subtract_mean,fwhm_subtract_mean,bis_span_subtract_mean,contrast_subtract_mean,s_mw_mean,s_mw_std,ha_mean,ha_std,na_mean,na_std,ca_mean,ca_std,rhk_mean,rhk_std,s_mw_fractional_mean,ha_fractional_mean,na_fractional_mean,ca_fractional_mean,rhk_fractional_mean
58721.841555099934,21573.070746,,5634.462459,22.715014,56.14709,874.597149,0.352597,0.097709,0.808043,-4.974034,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,7.120221458001413e-05,,0.002468719261222826,-0.08607422527694693,-0.002809465096819577,1.5359410500022932,,13.875650912500532,-2.139317312500001,-0.15818771250000196,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.06298012292182921,0.013031689041445065,0.032048654974713445,0.06544556576549553,-0.0066400684746638515
58725.85350142,21571.273807,,5646.370345,26.941631,56.045334,925.846417,0.360024,0.099028,0.857133,-4.945238,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,-1.2099183129874203e-05,,0.004587338972400603,0.08398132547827723,-0.004616684670792328,-0.2609979499975452,,25.783536912500495,2.0872996875,-0.2599437125000037,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.12526817549618513,0.03436989201682725,0.045980556600066766,0.13017321370431592,-0.01239089216991873
58731.8419403499,21568.357191,,5631.08298,25.904744,56.220869,870.5042,0.345778,0.097464,0.804123,-4.976418,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,-0.00014730588151152933,,0.0018674512592523874,0.0422627619424915,-0.0014991261197751108,-3.1776139499997953,,10.496171912500358,1.0504126874999997,-0.08440871250000015,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.058005577285467035,-0.0065596945709329,0.02946084913831338,0.0602768474945611,-0.006163961942871635
58737.84393237019,21572.784202,,5628.129192,25.327489,56.255636,860.858435,0.345964,0.09734,0.794884,-4.982089,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,5.791878330851417e-05,,0.0013419210787115267,0.01903723264773707,-0.0008816529198820962,1.2493970499999705,,7.542383912500554,0.47315768749999876,-0.049641712499997936,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.046282172427472165,-0.0060253057526453695,0.028151102510910957,0.04809475869222334,-0.005031411547823952
58741.71213473985,21569.370671,,5629.892175,27.568874,56.256258,856.025108,0.348875,0.097338,0.790254,-4.984959,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,-0.00010032359633037131,,0.001655586370289775,0.10921809375474019,-0.0008706059980788525,-2.1641339499983587,,9.305366912500176,2.7145426875,-0.049019712499998036,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.04040777581589422,0.0023381665593698872,0.02812997756530767,0.04198986950997157,-0.004458246385809093
58754.79899415979,21573.31,,5624.03464,21.851854,56.271981,841.618268,0.3475,0.097074,0.776454,-4.993627,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,8.229340499198112e-05,,0.0006134291721175749,-0.12080298096734408,-0.0005913604168692675,1.7751950500023668,,3.447831912500078,-3.0024773125000017,-0.03329671250000388,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.022897788993246536,-0.0016122884145295,0.025341484745676674,0.0237938715153551,-0.002727167771054603
58773.67549816985,21574.843134,,5636.827344,27.354132,56.153067,892.533932,0.348679,0.097373,0.825224,-4.963737,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,0.00015336549206692167,,0.0028894733712024295,0.10057807052096279,-0.002703311637626629,3.308329049999884,,16.24053591250049,2.4998006874999987,-0.1522107125000005,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.08478038126930101,0.0017750471594541284,0.028499664113364884,0.08809958326879297,-0.008696473238868508
58776.67941812007,21569.810456,,5628.590002,26.540949,56.261098,881.688828,0.346042,0.096788,0.814836,-4.969933,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,-7.993631262639733e-05,,0.0014239071801158357,0.0678601112334794,-0.0007846460277771715,-1.724348949999694,,8.003193912500137,1.6866176875,-0.04417971250000363,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.07159930699275986,-0.0058012072159441055,0.02232061752440983,0.07440247985081655,-0.007459075558086456
58777.77653677994,21570.364183,,5626.806617,25.890791,56.269883,855.454727,0.34417,0.096987,0.789708,-4.985299,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,-5.426697546476007e-05,,0.0011066120184374142,0.04170137085839569,-0.0006286215775496071,-1.1706219499974395,,6.219808912500412,1.036459687499999,-0.03539471250000048,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.03971453817364314,-0.011179572096773002,0.02442254961193475,0.041269940893662774,-0.004390345286476224
58792.735647379886,21571.626106,,5628.045046,22.025979,56.260039,855.054137,0.344273,0.097075,0.789324,-4.985538,,HD22496_ESPRESSO19_1.rdb,HD 22496,HD 22496,4833654227548585856,4460.0,185.0,4.161,0.609,-0.223,0.085,0.214,1.616,8.020994,73.5199,13.601759523611973,0.6357004629755753,0.6423172211646395,1,Sousa et al. 2024,https://arxiv.org/abs/2409.11965,2024-09-19,EU;NASA,4.232478162834063e-06,,0.001326950044036096,-0.11379715981646776,-0.0008034542113617597,0.09130105000076583,,7.458237912500408,-2.8283523125000016,-0.045238712500001554,822.778460425,68.15687819774607,0.348061175,0.011248743656178025,0.0946748,0.002511158991079817,0.758408525,0.06528433881185167,-5.007282699999999,0.04247136403355644,0.03922766349319373,-0.010883647106000848,0.025352047218478318,0.04076361747120396,-0.004342614807827664
