star_from_file,rjd,vrad,svrad,fwhm,sig_fwhm,bis_span,sig_bis_span,contrast,sig_contrast,s_mw,sig_s,ha,sig_ha,na,sig_na,ca,sig_ca,rhk,sig_rhk,berv,weight,file_rootpath,observation_file,true_vrad1,true_vrad2,observation_name,ccf_fits_path,ccf_file_name,iccf_bis,iccf_bis_error,iccf_fwhm,iccf_fwhm_error,iccf_object,iccf_rv,iccf_rv_error,iccf_vspan,iccf_wspan,iccf_ccf,iccf_rv_grid,iccf_contrast,iccf_contrast_error,star,Name,gaia_dr3,Teff,eTeff,Logg,eLogg,[Fe/H],e[Fe/H],Vt,eVt,Gmag,Plx,Distance,Mass_t,Radius_t,SWFlag,Reference,Link,Update,Database
HD189733,59437.53831506008,-2174.76025,0.323563,7477.005863,0.647126,-32.279851,0.647126,57.246647,0.004955,516.566455,0.122179,0.34936,2.7e-05,0.18211,1.7e-05,0.465102,0.000117,-4.545098,0.000124,-3.583302,1,ESPRE.2021-08-11T00:45:08.116.fits,HD189733_esp19_3.rdb,48.11,47.99,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T00:45:08.116_CCF_A.fits,r.ESPRE.2021-08-11T00:45:08.116_CCF_A.fits,-32.27996826171875,0.6471233620776072,7477.005958557129,0.6471233620776072,HD 189733,-2174.4532585144043,0.3235616810388036,-22.91083335876465,0.6131806373596191,"[66161496. 66121272. 66079340. 66034960. 66004156. 65938824. 65894504.
 65852312. 65780128. 65727904. 65690340. 65659316. 65612768. 65569396.
 65518784. 65483308. 65396624. 65351144. 65279944. 65173496. 65031900.
 64855592. 64633320. 64296156. 63825788. 63220104. 62372348. 61257300.
 59783932. 57941532. 55688412. 53013024. 49960076. 46592084. 43024368.
 39454448. 36034280. 32974478. 30480334. 28744230. 27936720. 28098166.
 29225630. 31234346. 33979020. 37230904. 40811240. 44454544. 48021316.
 51331216. 54286044. 56823272. 58928212. 60627736. 61976496. 63029320.
 63798644. 64404428. 64831108. 65169496. 65421524. 65603712. 65742704.
 65859616. 65959392. 66032932. 66075548. 66110656. 66144984. 66171228.
 66164880. 66194968. 66202432. 66202924. 66204612. 66195476. 66195536.
 66184284. 66183180. 66168640. 66132320.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.24664330482483,0.004985379816120025,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.54226760985,-2177.035396,0.295833,7475.08307,0.591666,-31.580881,0.591666,57.238499,0.004531,517.318432,0.105361,0.350085,2.3e-05,0.181946,1.5e-05,0.465822,0.000101,-4.544336,0.000107,-3.592363,1,ESPRE.2021-08-11T00:51:07.338.fits,HD189733_esp19_3.rdb,45.83,45.7,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T00:51:07.338_CCF_A.fits,r.ESPRE.2021-08-11T00:51:07.338_CCF_A.fits,-31.580686569213867,0.5916638378702412,7475.082874298096,0.5916638378702412,HD 189733,-2176.7284870147705,0.2958319189351206,-22.463321685791016,0.6006202697753906,"[79124104. 79097512. 79035728. 78992296. 78934336. 78879216. 78809256.
 78746208. 78689712. 78663496. 78605936. 78560072. 78514912. 78434656.
 78366480. 78335216. 78271680. 78179768. 78098360. 77995232. 77812200.
 77589248. 77306112. 76923504. 76367928. 75624152. 74617824. 73279704.
 71526824. 69309880. 66631532. 63416624. 59765864. 55726100. 51470228.
 47186452. 43073996. 39426052. 36466176. 34397368. 33426994. 33631300.
 34988064. 37397996. 40677764. 44570232. 48835040. 53206392. 57478108.
 61439296. 64951136. 67986512. 70516728. 72567816. 74170696. 75399056.
 76355992. 77050400. 77580216. 77975752. 78256696. 78478120. 78673224.
 78797208. 78891760. 78977392. 79044608. 79114960. 79132080. 79147008.
 79162808. 79172416. 79197384. 79186808. 79187048. 79178488. 79186736.
 79173816. 79173624. 79179464. 79126232.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.23850131034851,0.004558141463957938,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.546397769824,-2179.202617,0.322201,7474.116028,0.644402,-32.931664,0.644402,57.242054,0.004935,518.070345,0.120343,0.350829,2.7e-05,0.181935,1.7e-05,0.466542,0.000115,-4.543576,0.000122,-3.601989,1,ESPRE.2021-08-11T00:57:07.347.fits,HD189733_esp19_3.rdb,43.45,43.32,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T00:57:07.347_CCF_A.fits,r.ESPRE.2021-08-11T00:57:07.347_CCF_A.fits,-32.93156623840332,0.6443992837036282,7474.116325378418,0.6443992837036282,HD 189733,-2178.8957118988037,0.3221996418518141,-23.260831832885742,0.6019579172134399,"[66684516. 66657992. 66609300. 66564868. 66534588. 66486616. 66448788.
 66386196. 66348316. 66293008. 66240836. 66202288. 66147488. 66116392.
 66058760. 66020204. 65974760. 65904256. 65816292. 65705376. 65573344.
 65389020. 65141816. 64825980. 64358748. 63739352. 62894352. 61741740.
 60287716. 58406680. 56138636. 53451260. 50351172. 46955792. 43358820.
 39756940. 36297532. 33213068. 30717612. 28988240. 28184420. 28340260.
 29497334. 31532522. 34288396. 37579760. 41164376. 44845016. 48444400.
 51804660. 54769080. 57333240. 59455392. 61172536. 62535276. 63568036.
 64355120. 64922052. 65378580. 65711572. 65950428. 66134216. 66304112.
 66399536. 66486224. 66548356. 66629224. 66653008. 66683684. 66715932.
 66738176. 66764368. 66750680. 66739800. 66754108. 66737488. 66748904.
 66751880. 66726480. 66721152. 66678200.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.242053747177124,0.004964836330711792,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.55074374005,-2181.89504,0.344331,7474.71702,0.688661,-32.177716,0.688661,57.256935,0.005275,518.546523,0.133064,0.350409,2.9e-05,0.181665,1.9e-05,0.466999,0.000127,-4.543095,0.000134,-3.612286,1,ESPRE.2021-08-11T01:03:09.477.fits,HD189733_esp19_3.rdb,40.94,40.81,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:03:09.477_CCF_A.fits,r.ESPRE.2021-08-11T01:03:09.477_CCF_A.fits,-32.17768669128418,0.6886582806492655,7474.717140197754,0.6886582806492655,HD 189733,-2181.5879344940186,0.34432914032463274,-22.88198471069336,0.6032357215881348,"[58418212. 58371480. 58349912. 58300152. 58262228. 58224076. 58195208.
 58131560. 58087104. 58060272. 58005800. 57965328. 57930204. 57894576.
 57853604. 57833204. 57779172. 57725396. 57641708. 57546024. 57427004.
 57262384. 57058788. 56779772. 56350940. 55799408. 55043288. 54066860.
 52790936. 51159652. 49154288. 46800144. 44073812. 41104020. 37965308.
 34791424. 31763038. 29064578. 26877724. 25365756. 24672652. 24827178.
 25830100. 27614188. 30038780. 32916642. 36074264. 39300528. 42439068.
 45370272. 47978228. 50209300. 52076484. 53584032. 54764136. 55664504.
 56362252. 56867248. 57274356. 57556688. 57774824. 57937952. 58071456.
 58154728. 58249052. 58305928. 58363116. 58390868. 58409788. 58420112.
 58454148. 58454916. 58458388. 58462036. 58464808. 58436392. 58456300.
 58446624. 58448088. 58427100. 58419860.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.25693702697754,0.005307091910516572,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.554865359794,-2183.792252,0.331412,7475.447079,0.662824,-32.909677,0.662824,57.246594,0.005076,517.067939,0.125193,0.348935,2.8e-05,0.181384,1.8e-05,0.465582,0.00012,-4.54459,0.000127,-3.622206,1,ESPRE.2021-08-11T01:09:08.919.fits,HD189733_esp19_3.rdb,38.56,38.43,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:09:08.919_CCF_A.fits,r.ESPRE.2021-08-11T01:09:08.919_CCF_A.fits,-32.90987014770508,0.6628222115347895,7475.446701049805,0.6628222115347895,HD 189733,-2183.485269546509,0.33141110576739474,-23.573875427246094,0.5938197374343872,"[63002692. 62972972. 62929048. 62883660. 62850200. 62793952. 62737708.
 62688252. 62658532. 62625464. 62561120. 62529708. 62488828. 62443432.
 62400716. 62353740. 62315848. 62234556. 62168124. 62084112. 61945440.
 61772400. 61540832. 61228184. 60802500. 60194384. 59379104. 58321428.
 56917212. 55156808. 52991832. 50440496. 47527276. 44328392. 40929736.
 37504080. 34256032. 31347270. 28986858. 27360092. 26618710. 26785474.
 27868428. 29802036. 32399308. 35521628. 38909108. 42400236. 45789140.
 48942936. 51745800. 54175940. 56187420. 57784456. 59038860. 60058004.
 60785572. 61344716. 61759004. 62073512. 62305120. 62491920. 62631608.
 62727008. 62805380. 62873092. 62908560. 62947512. 62999832. 63027772.
 63021012. 63034200. 63042100. 63038312. 63035448. 63023552. 63036688.
 63045740. 63033852. 63034216. 63003732.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.24658966064453,0.005106266991711755,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.55902558984,-2186.348662,0.322442,7473.743511,0.644883,-31.789973,0.644883,57.255352,0.00494,516.190108,0.118243,0.349151,2.7e-05,0.181718,1.7e-05,0.464741,0.000113,-4.54548,0.00012,-3.632364,1,ESPRE.2021-08-11T01:15:11.028.fits,HD189733_esp19_3.rdb,36.15,36.03,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:15:11.028_CCF_A.fits,r.ESPRE.2021-08-11T01:15:11.028_CCF_A.fits,-31.79001808166504,0.6448819579472728,7473.743438720703,0.6448819579472728,HD 189733,-2186.0415935516357,0.3224409789736364,-22.955894470214844,0.5999312400817871,"[66533896. 66499280. 66451424. 66420772. 66367684. 66316700. 66279892.
 66218436. 66165284. 66126840. 66095432. 66051336. 65988316. 65937372.
 65883996. 65838788. 65801056. 65743072. 65668860. 65561136. 65413696.
 65244676. 65002724. 64665836. 64180980. 63576656. 62715356. 61594452.
 60117816. 58255808. 55979108. 53267152. 50189260. 46782672. 43205140.
 39598508. 36151672. 33086272. 30603932. 28898164. 28093500. 28282564.
 29440800. 31483974. 34245372. 37525000. 41122160. 44802372. 48385976.
 51716600. 54669524. 57218140. 59350756. 61036204. 62383076. 63422320.
 64197564. 64788092. 65237680. 65568228. 65810116. 65979668. 66140736.
 66253440. 66345816. 66420220. 66455968. 66495384. 66537288. 66561248.
 66565912. 66584860. 66598636. 66611464. 66589328. 66583716. 66585284.
 66578660. 66555896. 66561740. 66543408.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.25535750389099,0.0049700397479488555,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.56317690015,-2188.826982,0.326969,7475.488339,0.653938,-31.873302,0.653938,57.249776,0.005008,516.620539,0.120176,0.349869,2.7e-05,0.181503,1.7e-05,0.465154,0.000115,-4.545043,0.000122,-3.642641,1,ESPRE.2021-08-11T01:21:13.130.fits,HD189733_esp19_3.rdb,33.76,33.63,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:21:13.130_CCF_A.fits,r.ESPRE.2021-08-11T01:21:13.130_CCF_A.fits,-31.873226165771484,0.6539351015710807,7475.488185882568,0.6539351015710807,HD 189733,-2188.5199546813965,0.32696755078554035,-22.556304931640625,0.6015660762786865,"[64819540. 64774872. 64749632. 64713012. 64668744. 64625272. 64580124.
 64519428. 64472276. 64444920. 64388468. 64351404. 64310144. 64260604.
 64235128. 64171340. 64118260. 64038192. 63980264. 63864924. 63732016.
 63563580. 63342420. 63021124. 62554372. 61940532. 61107476. 59986620.
 58564624. 56758400. 54530808. 51889084. 48889600. 45565908. 42078184.
 38558716. 35203304. 32224308. 29818002. 28158672. 27381588. 27566044.
 28696886. 30684730. 33387608. 36579032. 40087920. 43667504. 47170004.
 50395628. 53287776. 55761312. 57819448. 59468512. 60789776. 61802264.
 62574048. 63136984. 63552532. 63887208. 64134848. 64315820. 64446876.
 64545428. 64659676. 64722968. 64789080. 64806972. 64830288. 64858264.
 64859096. 64872872. 64885088. 64862516. 64859532. 64867472. 64887068.
 64881192. 64865788. 64873532. 64850096.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.24977254867554,0.005038026237847411,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.56747541018,-2191.072047,0.348832,7476.050993,0.697663,-32.843806,0.697663,57.251096,0.005343,516.824752,0.133299,0.349498,3e-05,0.181552,1.9e-05,0.465349,0.000128,-4.544836,0.000135,-3.653423,1,ESPRE.2021-08-11T01:27:15.262.fits,HD189733_esp19_3.rdb,31.27,31.15,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:27:15.262_CCF_A.fits,r.ESPRE.2021-08-11T01:27:15.262_CCF_A.fits,-32.843828201293945,0.6976570492700703,7476.050853729248,0.6976570492700703,HD 189733,-2190.764904022217,0.34882852463503516,-23.465871810913086,0.6098686456680298,"[57048152. 56991060. 56946668. 56931864. 56882772. 56846344. 56801300.
 56777588. 56725072. 56672364. 56629572. 56594464. 56567428. 56541916.
 56508368. 56455144. 56407892. 56353136. 56278412. 56183128. 56070752.
 55924848. 55704504. 55411176. 55018968. 54480076. 53736444. 52767640.
 51496668. 49907600. 47942184. 45638668. 42989444. 40080568. 37010308.
 33906764. 30958444. 28331226. 26219930. 24756160. 24083378. 24242578.
 25241824. 27007604. 29377422. 32184492. 35274956. 38438892. 41503288.
 44340756. 46880124. 49057144. 50869032. 52338912. 53462012. 54360300.
 55038796. 55544852. 55917576. 56182428. 56400732. 56553732. 56684824.
 56783624. 56869396. 56921940. 56975572. 57002164. 57025680. 57047160.
 57049728. 57062048. 57077564. 57083256. 57072976. 57073608. 57059672.
 57081664. 57069792. 57065920. 57029616.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.25109577178955,0.005375268615417893,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.5715736798,-2193.349033,0.317664,7475.277669,0.635329,-32.097511,0.635329,57.25426,0.004866,517.020732,0.1141,0.350104,2.6e-05,0.181506,1.7e-05,0.465537,0.000109,-4.544638,0.000116,-3.663831,1,ESPRE.2021-08-11T01:33:17.472.fits,HD189733_esp19_3.rdb,28.91,28.78,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:33:17.472_CCF_A.fits,r.ESPRE.2021-08-11T01:33:17.472_CCF_A.fits,-32.097578048706055,0.6353269715843187,7475.277900695801,0.6353269715843187,HD 189733,-2193.042039871216,0.31766348579215936,-23.196935653686523,0.5920506715774536,"[68720080. 68677608. 68639360. 68607960. 68576560. 68514072. 68435848.
 68394344. 68355552. 68291088. 68263928. 68217448. 68174112. 68133584.
 68088880. 68022232. 67972184. 67922432. 67812608. 67717160. 67567168.
 67389672. 67129064. 66782664. 66309208. 65655128. 64778468. 63602772.
 62078012. 60148552. 57768700. 54975184. 51783220. 48255968. 44560428.
 40850908. 37287312. 34138212. 31582360. 29831346. 29026838. 29230146.
 30430672. 32549910. 35413640. 38809984. 42521672. 46328636. 50018836.
 53439892. 56515372. 59139956. 61303820. 63070600. 64471404. 65524432.
 66332112. 66921920. 67375872. 67721344. 67992208. 68172336. 68315264.
 68411616. 68530096. 68603808. 68637096. 68697056. 68710224. 68746440.
 68757592. 68769848. 68760744. 68765072. 68778560. 68764056. 68781256.
 68756440. 68750128. 68755112. 68732928.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.254260778427124,0.004894826452476935,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
HD189733,59437.575743400026,-2195.621149,0.31285,7475.753554,0.625699,-31.61451,0.625699,57.234747,0.00479,516.469289,0.110198,0.349294,2.6e-05,0.181619,1.6e-05,0.465009,0.000106,-4.545197,0.000112,-3.674542,1,ESPRE.2021-08-11T01:39:17.063.fits,HD189733_esp19_3.rdb,26.5,26.37,HD189733_esp19_3.rdb,downloads/dace_ccf_a_extracted/HD189733_esp19_3/espresso/DRS-3.3.10/2021-08-10/r.ESPRE.2021-08-11T01:39:17.063_CCF_A.fits,r.ESPRE.2021-08-11T01:39:17.063_CCF_A.fits,-31.614303588867188,0.6256962417362765,7475.7537841796875,0.6256962417362765,HD 189733,-2195.3141689300537,0.31284812086813824,-22.06587791442871,0.5971291065216064,"[70974112. 70920344. 70903048. 70849464. 70771448. 70723328. 70662848.
 70620256. 70568040. 70514800. 70471472. 70418168. 70385104. 70361696.
 70300880. 70258288. 70183296. 70108080. 70031520. 69923336. 69757368.
 69586568. 69317160. 68975008. 68483832. 67777504. 66852256. 65652460.
 64081148. 62099768. 59645600. 56763108. 53468828. 49839364. 46005860.
 42162452. 38497392. 35236564. 32612516. 30807730. 29978538. 30195574.
 31452306. 33642848. 36594664. 40101176. 43939780. 47850028. 51670860.
 55207876. 58360728. 61073716. 63311832. 65146464. 66568200. 67655440.
 68499448. 69118424. 69588120. 69947040. 70179960. 70402904. 70550496.
 70661360. 70776464. 70834448. 70899344. 70922224. 70953536. 70959944.
 70989848. 71014104. 71016128. 71030400. 71031168. 71016128. 71021576.
 71017312. 70999440. 70983304. 70950224.]","[-22.32 -21.82 -21.32 -20.82 -20.32 -19.82 -19.32 -18.82 -18.32 -17.82
 -17.32 -16.82 -16.32 -15.82 -15.32 -14.82 -14.32 -13.82 -13.32 -12.82
 -12.32 -11.82 -11.32 -10.82 -10.32  -9.82  -9.32  -8.82  -8.32  -7.82
  -7.32  -6.82  -6.32  -5.82  -5.32  -4.82  -4.32  -3.82  -3.32  -2.82
  -2.32  -1.82  -1.32  -0.82  -0.32   0.18   0.68   1.18   1.68   2.18
   2.68   3.18   3.68   4.18   4.68   5.18   5.68   6.18   6.68   7.18
   7.68   8.18   8.68   9.18   9.68  10.18  10.68  11.18  11.68  12.18
  12.68  13.18  13.68  14.18  14.68  15.18  15.68  16.18  16.68  17.18
  17.68]",57.23475217819214,0.004818940304372246,HD189733,HD 189733,1827242816201846144,4969.0,48.0,4.3,0.12,-0.08,0.03,0.78,0.1,7.4284,50.5668,19.7758212898582,0.7510973302105977,0.7868581644267938,1,Sousa et al. 2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210904781S/abstract,2021-01-01,EU;NASA
