rjd,vrad,true_vrad1,true_vrad2,svrad,fwhm,sig_fwhm,bis_span,sig_bis_span,contrast,sig_contrast,s_mw,sig_s,ha,sig_ha,na,sig_na,ca,sig_ca,rhk,sig_rhk,berv,weight,file_rootpath
59574.60138325999,14899.542532,4.56,11.04,3.377292,13110.487395,6.754583,-14.490177,6.754583,34.985132,0.018024,195.580345,0.444587,0.219022,0.000189,0.375347,0.000154,0.157644,0.000426,-4.665525,0.001796,-0.680913,1,ESPRE.2021-12-26T02:20:51.092.fits
59574.60709651001,14899.948353,4.04,10.52,3.178202,13152.109486,6.356403,-56.468368,6.356403,34.961227,0.016897,199.99117,0.399555,0.21838,0.000173,0.375836,0.000141,0.161869,0.000383,-4.648059,0.001551,-0.687069,1,ESPRE.2021-12-26T02:28:27.334.fits
59574.61199979018,14900.812674,3.6,10.08,2.938838,13172.022134,5.877676,-67.520913,5.877676,34.866948,0.015558,198.06081,0.349833,0.217277,0.000154,0.375164,0.000126,0.16002,0.000335,-4.655616,0.001382,-0.692433,1,ESPRE.2021-12-26T02:36:04.021.fits
59574.61749866,14889.408364,3.1,9.58,2.978977,13195.868882,5.957954,-78.124742,5.957954,34.835678,0.015728,197.30736,0.354376,0.220918,0.000157,0.376648,0.000128,0.159298,0.000339,-4.658602,0.001409,-0.69853,1,ESPRE.2021-12-26T02:43:40.268.fits
59574.62242913013,14885.027126,2.65,9.13,2.255617,13243.809931,4.511234,-75.415453,4.511234,34.752757,0.011838,200.591093,0.219029,0.218954,0.000105,0.375803,8.6e-05,0.162444,0.00021,-4.645736,0.000846,-0.704064,1,ESPRE.2021-12-26T02:51:16.494.fits
59574.62772811018,14875.584014,2.16,8.65,2.198951,13280.603537,4.397903,-73.250335,4.397903,34.708783,0.011494,199.857282,0.206144,0.220664,0.000102,0.376772,8.3e-05,0.161741,0.000197,-4.648579,0.000801,-0.710077,1,ESPRE.2021-12-26T02:58:52.733.fits
59574.63312399993,14862.340994,1.67,8.16,2.185792,13299.481015,4.371585,-73.662987,4.371585,34.69014,0.011403,199.652094,0.199222,0.219277,0.000102,0.377512,8.2e-05,0.161544,0.000191,-4.649377,0.000776,-0.716263,1,ESPRE.2021-12-26T03:06:29.098.fits
59574.63850829983,14847.814121,1.18,7.67,2.300349,13321.48639,4.600698,-54.304406,4.600698,34.652984,0.011968,200.010912,0.218521,0.217604,0.000108,0.376233,8.8e-05,0.161888,0.000209,-4.647982,0.000848,-0.722491,1,ESPRE.2021-12-26T03:14:05.334.fits
59574.64361786982,14838.70189,0.72,7.2,2.033298,13338.561112,4.066595,-41.338444,4.066595,34.620659,0.010555,200.390092,0.177922,0.220062,9.1e-05,0.375823,7.4e-05,0.162251,0.00017,-4.646513,0.000688,-0.728446,1,ESPRE.2021-12-26T03:21:41.577.fits
59574.64887215989,14820.555159,0.24,6.73,2.100621,13360.003812,4.201241,-31.517822,4.201241,34.627907,0.010889,199.913769,0.188853,0.218299,9.4e-05,0.3748,7.7e-05,0.161795,0.000181,-4.648359,0.000734,-0.73461,1,ESPRE.2021-12-26T03:29:17.791.fits
59574.65403806977,14807.500003,-0.23,6.26,2.259981,13358.62697,4.519963,0.570583,4.519963,34.609379,0.01171,198.816822,0.212687,0.219505,0.000105,0.375232,8.5e-05,0.160744,0.000204,-4.652641,0.000834,-0.740703,1,ESPRE.2021-12-26T03:36:54.035.fits
59574.65945228003,14790.793494,-0.72,5.76,2.07527,13344.42355,4.15054,23.832992,4.15054,34.629562,0.010771,200.628927,0.183409,0.219724,9.4e-05,0.374725,7.6e-05,0.16248,0.000176,-4.64559,0.000708,-0.747117,1,ESPRE.2021-12-26T03:44:30.334.fits
59574.6647576699,14779.682867,-1.2,5.28,1.960428,13333.420177,3.920856,40.739023,3.920856,34.633632,0.010184,201.056294,0.165121,0.219204,8.7e-05,0.375117,7e-05,0.162889,0.000158,-4.643944,0.000635,-0.753423,1,ESPRE.2021-12-26T03:52:06.628.fits
59574.67001793999,14763.278388,-1.68,4.8,1.987371,13301.402821,3.974742,58.021643,3.974742,34.68017,0.010363,200.892325,0.16998,0.219105,8.9e-05,0.375057,7.2e-05,0.162732,0.000163,-4.644575,0.000654,-0.759688,1,ESPRE.2021-12-26T03:59:42.859.fits
59574.675275589805,14749.305073,-2.16,4.32,2.207405,13257.459188,4.414809,59.509076,4.414809,34.736871,0.011568,199.919348,0.207367,0.217332,0.000103,0.374042,8.3e-05,0.1618,0.000199,-4.648338,0.000805,-0.765958,1,ESPRE.2021-12-26T04:07:19.114.fits
59574.68071117997,14737.296461,-2.65,3.83,1.991435,13228.59676,3.982869,64.236504,3.982869,34.792442,0.010475,201.282062,0.171438,0.217806,9e-05,0.37498,7.3e-05,0.163105,0.000164,-4.643077,0.000658,-0.772438,1,ESPRE.2021-12-26T04:14:55.937.fits
59574.68583580991,14736.753894,-3.12,3.36,1.8979,13183.639628,3.7958,49.149599,3.7958,34.857874,0.010036,200.634315,0.15841,0.218925,8.5e-05,0.374027,6.8e-05,0.162485,0.000152,-4.64557,0.000611,-0.778542,1,ESPRE.2021-12-26T04:22:32.272.fits
59574.69108298002,14732.373995,-3.6,2.89,2.028972,13145.329071,4.057945,41.016671,4.057945,34.913498,0.010778,199.751538,0.17997,0.218651,9.3e-05,0.374608,7.5e-05,0.161639,0.000172,-4.64899,0.0007,-0.784778,1,ESPRE.2021-12-26T04:30:09.009.fits
59574.69643886993,14723.581511,-4.08,2.4,2.047002,13121.23071,4.094003,29.744763,4.094003,34.965642,0.01091,197.94097,0.183953,0.220145,9.5e-05,0.375319,7.6e-05,0.159905,0.000176,-4.65609,0.000727,-0.791122,1,ESPRE.2021-12-26T04:37:45.293.fits
59574.70165150007,14726.010277,-4.56,1.93,2.109328,13089.960041,4.218655,2.196804,4.218655,35.029763,0.011289,199.789124,0.195814,0.218919,9.9e-05,0.375059,8e-05,0.161675,0.000188,-4.648844,0.000761,-0.797269,1,ESPRE.2021-12-26T04:45:21.646.fits
59574.7069512899,14726.128246,-5.04,1.44,1.986932,13077.775325,3.973864,-19.511511,3.973864,35.068014,0.010656,199.872049,0.176039,0.219329,9.1e-05,0.374527,7.4e-05,0.161755,0.000169,-4.648521,0.000684,-0.803485,1,ESPRE.2021-12-26T04:52:57.912.fits
59574.71226370009,14732.860175,-5.52,0.96,1.975493,13067.514742,3.950986,-33.237609,3.950986,35.106339,0.010614,200.068211,0.175013,0.218521,9.1e-05,0.37502,7.3e-05,0.161943,0.000168,-4.64776,0.000679,-0.809675,1,ESPRE.2021-12-26T05:00:34.140.fits
59574.717461269815,14741.702465,-5.99,0.49,2.073257,13075.571622,4.146515,-42.170321,4.146515,35.121173,0.011138,200.254669,0.191815,0.220299,9.7e-05,0.373982,7.8e-05,0.162121,0.000184,-4.647037,0.000743,-0.815684,1,ESPRE.2021-12-26T05:08:10.788.fits
59574.72272798978,14760.237149,-6.47,0.01,2.118529,13096.038358,4.237059,-36.573868,4.237059,35.05443,0.011341,199.756956,0.198602,0.220309,0.0001,0.372916,8e-05,0.161645,0.00019,-4.648969,0.000772,-0.821719,1,ESPRE.2021-12-26T05:15:47.001.fits
59574.72812019987,14782.484038,-6.96,-0.48,2.074478,13161.246659,4.148955,-24.36456,4.148955,34.946274,0.011016,199.939968,0.189651,0.219994,9.6e-05,0.374634,7.7e-05,0.16182,0.000182,-4.648257,0.000736,-0.827836,1,ESPRE.2021-12-26T05:23:23.649.fits
59574.73337254021,14802.74061,-7.44,-0.96,2.056501,13190.735641,4.113001,-15.962222,4.113001,34.857079,0.010869,198.740003,0.184428,0.218355,9.4e-05,0.374868,7.6e-05,0.160671,0.000177,-4.652942,0.000724,-0.833727,1,ESPRE.2021-12-26T05:30:59.882.fits
59574.73874020996,14808.539967,-7.93,-1.45,1.956152,13205.001122,3.912304,-10.828523,3.912304,34.842944,0.010323,200.150842,0.167865,0.219814,8.8e-05,0.374891,7.1e-05,0.162022,0.000161,-4.647439,0.000651,-0.839672,1,ESPRE.2021-12-26T05:38:36.121.fits
59574.74391708989,14807.287417,-8.4,-1.92,2.055758,13207.727335,4.111516,-4.015191,4.111516,34.833708,0.010844,198.67996,0.183591,0.219958,9.4e-05,0.374348,7.6e-05,0.160613,0.000176,-4.653178,0.000721,-0.845327,1,ESPRE.2021-12-26T05:46:12.716.fits
59574.74922634987,14808.5091,-8.88,-2.4,2.043415,13207.548915,4.086831,-10.67853,4.086831,34.818545,0.010774,199.867865,0.180848,0.220086,9.3e-05,0.374138,7.5e-05,0.161751,0.000173,-4.648538,0.000703,-0.851041,1,ESPRE.2021-12-26T05:53:48.902.fits
59574.75395186991,14807.272905,-9.31,-2.83,3.660557,13183.430166,7.321113,-10.037436,7.321113,34.858784,0.019358,197.557752,0.477207,0.219756,0.000213,0.373482,0.000171,0.159538,0.000457,-4.657608,0.001893,-0.856048,1,ESPRE.2021-12-26T06:01:25.170.fits
