rjd,vrad,true_vrad1,true_vrad2,svrad,fwhm,sig_fwhm,bis_span,sig_bis_span,contrast,sig_contrast,s_mw,sig_s,ha,sig_ha,na,sig_na,ca,sig_ca,rhk,sig_rhk,berv,weight,file_rootpath
59816.764970649965,25476.030028,40.14,39.68,1.718276,7265.395474,3.436552,-40.300215,3.436552,57.573227,0.027232,357.494035,0.943054,0.268226,0.000295,0.23463,0.000204,0.312734,0.000903,-4.849819,0.001536,24.267211,1,ESPRE.2022-08-25T06:14:48.838.fits
59816.76808555983,25480.228537,37.63,37.17,1.714415,7266.194552,3.428831,-37.584715,3.428831,57.479458,0.027124,353.906058,0.929478,0.269503,0.000294,0.235011,0.000203,0.309297,0.00089,-4.855702,0.001534,24.260968,1,ESPRE.2022-08-25T06:19:17.294.fits
59816.77121149004,25477.249787,35.11,34.66,1.644749,7257.254596,3.289497,-38.276511,3.289497,57.540616,0.026081,354.280913,0.857449,0.268567,0.000281,0.232848,0.000192,0.309656,0.000821,-4.855083,0.001413,24.254588,1,ESPRE.2022-08-25T06:23:46.402.fits
59816.77427631011,25476.16923,32.64,32.19,1.659798,7268.010361,3.319595,-42.797498,3.319595,57.568036,0.026294,352.238339,0.869491,0.269763,0.000284,0.232402,0.000194,0.3077,0.000833,-4.858463,0.001444,24.248223,1,ESPRE.2022-08-25T06:28:15.445.fits
59816.777440419886,25483.634769,30.09,29.64,1.730362,7259.655654,3.460724,-39.049122,3.460724,57.60924,0.027463,347.124525,0.938339,0.268556,0.0003,0.232836,0.000206,0.302801,0.000899,-4.867043,0.00159,24.241541,1,ESPRE.2022-08-25T06:32:44.540.fits
59816.780538199935,25481.407114,27.6,27.14,1.674187,7259.409102,3.348374,-39.444199,3.348374,57.570879,0.026554,354.534157,0.880125,0.27106,0.000288,0.232598,0.000197,0.309899,0.000843,-4.854666,0.001449,24.234892,1,ESPRE.2022-08-25T06:37:13.858.fits
59816.783656740095,25482.223383,25.09,24.63,1.645789,7260.425256,3.291579,-38.089909,3.291579,57.593689,0.026111,352.262674,0.850416,0.269688,0.000283,0.232219,0.000193,0.307723,0.000815,-4.858423,0.001413,24.228093,1,ESPRE.2022-08-25T06:41:43.176.fits
59816.786769079976,25480.304822,22.58,22.13,1.645007,7257.439787,3.290014,-40.979767,3.290014,57.551144,0.02609,353.141509,0.846098,0.268316,0.000283,0.231969,0.000193,0.308565,0.00081,-4.856966,0.001401,24.221205,1,ESPRE.2022-08-25T06:46:12.276.fits
59816.789885079954,25477.930903,20.07,19.62,1.626208,7265.645097,3.252416,-39.370308,3.252416,57.535363,0.025755,354.492376,0.825812,0.268645,0.000278,0.231403,0.00019,0.309859,0.000791,-4.854735,0.00136,24.21421,1,ESPRE.2022-08-25T06:50:41.590.fits
59816.7929847599,25470.925825,17.57,17.12,1.713291,7277.708321,3.426583,-46.590088,3.426583,57.482706,0.027065,356.95276,0.90576,0.270372,0.000297,0.232412,0.000203,0.312215,0.000868,-4.850701,0.001478,24.207154,1,ESPRE.2022-08-25T06:55:10.047.fits
59816.79610106023,25465.252765,15.06,14.61,1.754747,7268.832948,3.509494,-41.601271,3.509494,57.4975,0.027761,362.48217,0.948631,0.269501,0.000307,0.234018,0.000211,0.317512,0.000909,-4.841771,0.001516,24.199965,1,ESPRE.2022-08-25T06:59:39.678.fits
59816.79922589008,25460.763243,12.55,12.09,1.707722,7276.668215,3.415445,-43.643542,3.415445,57.488053,0.026983,355.973528,0.896064,0.270081,0.000298,0.233152,0.000203,0.311277,0.000858,-4.852302,0.001468,24.192664,1,ESPRE.2022-08-25T07:04:09.006.fits
59816.802335340064,25453.909807,10.04,9.59,1.733186,7276.902555,3.466372,-44.880435,3.466372,57.461001,0.027372,357.34331,0.922382,0.268995,0.000302,0.231396,0.000206,0.312589,0.000884,-4.850065,0.001503,24.185308,1,ESPRE.2022-08-25T07:08:37.424.fits
59816.805446220096,25446.478926,7.54,7.08,1.786112,7275.92189,3.572224,-42.43568,3.572224,57.464056,0.028213,352.855017,0.97529,0.270997,0.000314,0.232255,0.000215,0.30829,0.000934,-4.85744,0.001616,24.177863,1,ESPRE.2022-08-25T07:13:06.822.fits
59816.80858404981,25444.024287,5.01,4.56,1.789293,7282.940379,3.578587,-37.557398,3.578587,57.474321,0.028241,353.346364,0.973652,0.270281,0.000315,0.23317,0.000216,0.308761,0.000933,-4.856627,0.001611,24.170267,1,ESPRE.2022-08-25T07:17:36.178.fits
59816.81165979989,25433.509864,2.53,2.08,1.872806,7284.263818,3.745613,-35.013952,3.745613,57.429857,0.029531,352.874077,1.056218,0.271722,0.000334,0.232022,0.000229,0.308309,0.001012,-4.857409,0.00175,24.16274,1,ESPRE.2022-08-25T07:22:04.612.fits
59816.81477166014,25430.022285,0.02,-0.43,1.845412,7274.553131,3.690825,-37.462096,3.690825,57.496491,0.029171,354.583302,1.035259,0.268775,0.000328,0.233023,0.000225,0.309946,0.000992,-4.854585,0.001705,24.155047,1,ESPRE.2022-08-25T07:26:33.606.fits
59816.81783590978,25422.616838,-2.44,-2.9,1.976971,7277.143776,3.953942,-36.767764,3.953942,57.450094,0.031215,356.627957,1.170727,0.271472,0.000359,0.232619,0.000247,0.311904,0.001121,-4.851232,0.001913,24.147396,1,ESPRE.2022-08-25T07:31:02.926.fits
59816.82106892997,25420.928686,-5.05,-5.5,2.017628,7280.34478,4.035256,-36.715605,4.035256,57.503242,0.031872,355.25046,1.211142,0.270626,0.000369,0.231129,0.000254,0.310585,0.00116,-4.853488,0.001989,24.139247,1,ESPRE.2022-08-25T07:35:32.211.fits
59816.82416761015,25410.578092,-7.54,-8.0,1.969116,7259.868642,3.938232,-40.386301,3.938232,57.586919,0.031239,353.777087,1.156333,0.275383,0.000362,0.235122,0.000249,0.309173,0.001108,-4.855915,0.00191,24.131365,1,ESPRE.2022-08-25T07:40:01.544.fits
59816.82723043021,25414.661127,-10.01,-10.46,1.946131,7267.26744,3.892263,-40.56443,3.892263,57.585142,0.030842,354.506615,1.128835,0.267459,0.000353,0.230473,0.000243,0.309872,0.001081,-4.854711,0.001859,24.123508,1,ESPRE.2022-08-25T07:44:30.852.fits
59816.83038750989,25409.550504,-12.55,-13.01,2.097176,7260.915602,4.194352,-38.101822,4.194352,57.627543,0.033289,346.738957,1.292591,0.269732,0.000391,0.233678,0.00027,0.302432,0.001238,-4.867697,0.002193,24.115342,1,ESPRE.2022-08-25T07:49:00.388.fits
59816.83348724991,25417.66915,-15.05,-15.5,1.998712,7267.97711,3.997424,-41.741194,3.997424,57.565144,0.031661,352.782248,1.183315,0.268181,0.000365,0.232252,0.000252,0.308221,0.001133,-4.857561,0.001962,24.107263,1,ESPRE.2022-08-25T07:53:29.214.fits
59816.83662626008,25414.913033,-17.58,-18.03,2.024899,7272.467647,4.049799,-47.559603,4.049799,57.590648,0.03207,350.043752,1.214528,0.269839,0.000373,0.231341,0.000256,0.305597,0.001163,-4.862124,0.002035,24.099021,1,ESPRE.2022-08-25T07:57:58.795.fits
59816.83976292983,25418.569469,-20.1,-20.56,1.786231,7257.882622,3.572462,-36.720863,3.572462,57.563754,0.028334,348.728356,0.962216,0.269815,0.000318,0.22908,0.000216,0.304338,0.000922,-4.864334,0.00162,24.090728,1,ESPRE.2022-08-25T08:02:27.184.fits
59816.84285048023,25414.801753,-22.59,-23.04,1.738364,7260.730242,3.476728,-46.62055,3.476728,57.551648,0.027558,352.688325,0.9126,0.272654,0.000308,0.230513,0.000209,0.308131,0.000874,-4.857716,0.001513,24.082512,1,ESPRE.2022-08-25T08:06:56.885.fits
59816.84596107993,25414.328957,-25.1,-25.55,1.754066,7261.693554,3.508131,-38.555119,3.508131,57.570594,0.027812,356.952192,0.931267,0.270219,0.000312,0.229344,0.000211,0.312215,0.000892,-4.850702,0.00152,24.074185,1,ESPRE.2022-08-25T08:11:25.687.fits
59816.84905296983,25413.993029,-27.59,-28.04,1.883802,7263.581011,3.767604,-35.717913,3.767604,57.559312,0.029856,356.313,1.061372,0.272197,0.000345,0.23131,0.000233,0.311602,0.001017,-4.851747,0.001736,24.06586,1,ESPRE.2022-08-25T08:15:55.013.fits
59816.85218403023,25409.573504,-30.11,-30.56,1.852806,7266.558276,3.705612,-43.390753,3.705612,57.59167,0.029369,358.87261,1.029914,0.270875,0.000334,0.233286,0.000229,0.314054,0.000987,-4.84758,0.001669,24.057385,1,ESPRE.2022-08-25T08:20:23.538.fits
59816.85530382022,25406.974269,-32.62,-33.07,1.801022,7269.618735,3.602044,-38.79948,3.602044,57.530248,0.028506,354.713883,0.975246,0.269583,0.000322,0.232446,0.00022,0.310071,0.000934,-4.85437,0.001605,24.048898,1,ESPRE.2022-08-25T08:24:53.352.fits
59816.85841228021,25403.194006,-35.12,-35.58,1.727653,7261.152665,3.455306,-42.808526,3.455306,57.554624,0.027388,352.835932,0.898854,0.27068,0.000306,0.231585,0.000207,0.308272,0.000861,-4.857472,0.00149,24.040404,1,ESPRE.2022-08-25T08:29:22.637.fits
59816.86153808981,25404.317649,-37.64,-38.09,1.717987,7264.214715,3.435974,-40.141444,3.435974,57.536577,0.027215,351.972512,0.895882,0.26926,0.000302,0.231411,0.000205,0.307445,0.000858,-4.858905,0.00149,24.031827,1,ESPRE.2022-08-25T08:33:51.658.fits
59816.864616310224,25399.435967,-40.12,-40.57,1.757779,7260.244218,3.515558,-38.61299,3.515558,57.533094,0.027859,354.683898,0.932169,0.267555,0.000311,0.230957,0.000211,0.310042,0.000893,-4.85442,0.001534,24.023349,1,ESPRE.2022-08-25T08:38:20.724.fits
59816.86775525008,25397.535554,-42.65,-43.1,1.69496,7265.929182,3.389919,-37.709723,3.389919,57.563837,0.026856,349.17657,0.871768,0.267691,0.000298,0.230394,0.000202,0.304767,0.000835,-4.86358,0.001465,24.014674,1,ESPRE.2022-08-25T08:42:50.146.fits
59816.87087222002,25394.465057,-45.16,-45.61,1.741978,7268.482988,3.483955,-42.200117,3.483955,57.564422,0.027592,352.565797,0.920114,0.268113,0.000307,0.231663,0.000209,0.308013,0.000881,-4.85792,0.001527,24.006033,1,ESPRE.2022-08-25T08:47:19.279.fits
59816.873988249805,25390.239936,-47.67,-48.12,1.840515,7260.581442,3.681031,-40.627075,3.681031,57.552057,0.029178,351.231441,1.018305,0.270962,0.00033,0.22885,0.000224,0.306735,0.000975,-4.860139,0.001698,23.997371,1,ESPRE.2022-08-25T08:51:47.770.fits
59816.87712791003,25390.808435,-50.2,-50.65,1.767598,7260.029606,3.535196,-40.582285,3.535196,57.556158,0.028026,357.690052,0.941881,0.271505,0.000314,0.233196,0.000214,0.312922,0.000902,-4.8495,0.001533,23.988624,1,ESPRE.2022-08-25T08:56:17.582.fits
59816.880250450224,25387.943295,-52.71,-53.17,1.862943,7270.064922,3.725887,-37.472452,3.725887,57.524903,0.029481,351.667488,1.036241,0.270232,0.000335,0.228104,0.000228,0.307153,0.000993,-4.859413,0.001725,23.979907,1,ESPRE.2022-08-25T09:00:46.863.fits
59816.88338848017,25382.874917,-55.24,-55.69,1.749319,7263.883926,3.498638,-39.059253,3.498638,57.574226,0.027731,348.505336,0.916526,0.273013,0.000312,0.232338,0.000211,0.304124,0.000878,-4.864709,0.001545,23.971133,1,ESPRE.2022-08-25T09:05:15.684.fits
59816.88643225003,25381.398046,-57.69,-58.14,1.709534,7271.66298,3.419067,-50.92154,3.419067,57.556012,0.027062,358.643745,0.887517,0.272854,0.000302,0.232366,0.000204,0.313835,0.00085,-4.847951,0.001439,23.962612,1,ESPRE.2022-08-25T09:09:45.025.fits
59816.88958925009,25378.91486,-60.23,-60.69,1.692371,7262.60155,3.384741,-41.636311,3.384741,57.553673,0.026823,354.073093,0.864521,0.271214,0.000298,0.232425,0.000202,0.309457,0.000828,-4.855426,0.001426,23.953767,1,ESPRE.2022-08-25T09:14:13.838.fits
59816.89266863,25377.252575,-62.71,-63.17,1.680886,7266.139214,3.361773,-40.590242,3.361773,57.569984,0.026635,354.164788,0.852658,0.270363,0.000295,0.231716,0.0002,0.309545,0.000817,-4.855275,0.001406,23.945134,1,ESPRE.2022-08-25T09:18:42.639.fits
59816.89581215009,25372.682837,-65.25,-65.7,1.655272,7262.247279,3.310544,-48.119754,3.310544,57.503972,0.026214,356.472117,0.827207,0.26896,0.000289,0.232245,0.000196,0.311755,0.000792,-4.851486,0.001352,23.936321,1,ESPRE.2022-08-25T09:23:12.225.fits
59816.89890182996,25369.698488,-67.73,-68.19,1.663678,7269.357718,3.327357,-38.374783,3.327357,57.596797,0.026363,354.473183,0.835755,0.26738,0.000291,0.231258,0.000197,0.30984,0.000801,-4.854767,0.001377,23.927661,1,ESPRE.2022-08-25T09:27:41.006.fits
59816.90190189006,25369.071215,-70.15,-70.6,1.88824,7272.148681,3.776481,-44.465204,3.776481,57.562239,0.029892,358.450494,1.038305,0.271594,0.000345,0.23379,0.000236,0.31365,0.000995,-4.848264,0.001685,23.919256,1,ESPRE.2022-08-25T09:32:09.802.fits
59816.90515219979,25365.874414,-72.77,-73.22,1.611895,7274.665345,3.22379,-44.975096,3.22379,57.510555,0.025486,351.919126,0.778381,0.267983,0.00028,0.23318,0.00019,0.307394,0.000746,-4.858994,0.001295,23.910159,1,ESPRE.2022-08-25T09:36:38.836.fits
59816.90823664004,25364.241266,-75.25,-75.71,1.665397,7260.197353,3.330794,-34.895676,3.330794,57.538807,0.026397,350.492105,0.834001,0.269692,0.000292,0.23336,0.000198,0.306027,0.000799,-4.861374,0.001395,23.901537,1,ESPRE.2022-08-25T09:41:08.168.fits
