rjd,vrad,true_vrad1,true_vrad2,svrad,fwhm,sig_fwhm,bis_span,sig_bis_span,contrast,sig_contrast,s_mw,sig_s,ha,sig_ha,na,sig_na,ca,sig_ca,rhk,sig_rhk,berv,weight,file_rootpath
59522.71602480998,1236.160677,-3.76,-3.11,1.499367,9088.044069,2.998734,60.16014,2.998734,49.553442,0.016351,180.228274,0.291479,0.201124,0.000141,0.346334,0.000111,0.142939,0.000279,-4.815068,0.001351,-20.66392,1,ESPRE.2021-11-04T05:01:58.297.fits
59522.72019931022,1232.440124,-4.01,-3.36,1.473917,9082.586852,2.947834,58.955861,2.947834,49.603477,0.016099,179.046711,0.283663,0.200542,0.000138,0.347321,0.000109,0.141807,0.000272,-4.820581,0.001332,-20.67251,1,ESPRE.2021-11-04T05:07:58.095.fits
59522.72434476996,1233.534507,-4.26,-3.61,1.485033,9081.567155,2.970067,54.952773,2.970067,49.59641,0.01622,179.306601,0.288386,0.200606,0.000139,0.347445,0.00011,0.142056,0.000276,-4.819362,0.00135,-20.680851,1,ESPRE.2021-11-04T05:14:00.271.fits
59522.72853987012,1231.709757,-4.52,-3.86,1.470682,9064.192342,2.941364,51.233684,2.941364,49.658878,0.016114,178.223764,0.28423,0.202089,0.000138,0.346611,0.000109,0.141019,0.000272,-4.824462,0.001347,-20.689094,1,ESPRE.2021-11-04T05:20:00.127.fits
59522.73272957979,1236.379758,-4.77,-4.12,1.461785,9076.808283,2.923571,49.81643,2.923571,49.679142,0.016001,178.477758,0.282394,0.201073,0.000137,0.347206,0.000108,0.141262,0.00027,-4.82326,0.001334,-20.697125,1,ESPRE.2021-11-04T05:26:02.278.fits
59522.73689211998,1241.166013,-5.02,-4.37,1.529174,9092.806755,3.058349,54.683588,3.058349,49.581666,0.016677,178.622812,0.309269,0.20017,0.000144,0.347175,0.000114,0.141401,0.000296,-4.822576,0.001459,-20.704898,1,ESPRE.2021-11-04T05:32:01.614.fits
59522.7410639599,1253.068179,-5.27,-4.62,1.532931,9093.256238,3.065861,57.547349,3.065861,49.530737,0.0167,178.352591,0.3113,0.200993,0.000143,0.349109,0.000114,0.141142,0.000298,-4.823852,0.001473,-20.71248,1,ESPRE.2021-11-04T05:38:01.186.fits
59522.74523627013,1258.517007,-5.52,-4.87,1.557269,9107.792452,3.114538,55.208932,3.114538,49.485549,0.016922,176.93,0.32134,0.199684,0.000146,0.348456,0.000116,0.13978,0.000308,-4.830635,0.001544,-20.719848,1,ESPRE.2021-11-04T05:44:01.166.fits
59522.74940613005,1261.296998,-5.78,-5.12,1.523473,9104.111282,3.046946,56.830486,3.046946,49.50005,0.016567,177.520346,0.309626,0.201554,0.000142,0.348826,0.000113,0.140345,0.000297,-4.827807,0.001478,-20.726994,1,ESPRE.2021-11-04T05:50:00.718.fits
59522.75355446013,1260.65455,-6.03,-5.37,1.507557,9100.483917,3.015113,53.116996,3.015113,49.508904,0.016403,175.906222,0.305118,0.202341,0.00014,0.348039,0.000111,0.138799,0.000292,-4.835582,0.001483,-20.733882,1,ESPRE.2021-11-04T05:56:02.835.fits
59522.757758430205,1263.089382,-6.28,-5.63,1.552601,9096.61565,3.105202,58.355794,3.105202,49.503254,0.016898,176.468677,0.326775,0.199483,0.000144,0.348781,0.000115,0.139338,0.000313,-4.832857,0.001578,-20.740636,1,ESPRE.2021-11-04T06:02:04.868.fits
59522.76190746017,1262.84816,-6.53,-5.88,1.628978,9103.201098,3.257957,52.385047,3.257957,49.440297,0.017694,179.437196,0.360552,0.199583,0.000153,0.348473,0.000123,0.142181,0.000345,-4.818751,0.001686,-20.747072,1,ESPRE.2021-11-04T06:08:04.431.fits
59522.76609048015,1264.593714,-6.79,-6.13,1.580584,9114.952555,3.161168,52.485044,3.161168,49.461849,0.017154,179.173383,0.342632,0.20023,0.000146,0.350166,0.000118,0.141929,0.000328,-4.819986,0.001607,-20.753327,1,ESPRE.2021-11-04T06:14:03.725.fits
59522.77025655005,1261.882297,-7.04,-6.38,1.584171,9102.513356,3.168343,57.400207,3.168343,49.469848,0.017219,177.079577,0.346585,0.200223,0.000147,0.349147,0.000118,0.139923,0.000332,-4.829917,0.001663,-20.759321,1,ESPRE.2021-11-04T06:20:03.287.fits
59522.774414029904,1258.592538,-7.29,-6.63,1.560239,9101.268988,3.120478,56.57288,3.120478,49.513096,0.016976,180.520638,0.341628,0.200721,0.000144,0.349359,0.000116,0.143219,0.000327,-4.813715,0.001579,-20.765064,1,ESPRE.2021-11-04T06:26:03.291.fits
59522.77854252979,1259.526064,-7.54,-6.88,1.605437,9095.886727,3.210873,60.758463,3.210873,49.546755,0.01749,180.265923,0.366576,0.200673,0.000149,0.349065,0.00012,0.142975,0.000351,-4.814893,0.001699,-20.770529,1,ESPRE.2021-11-04T06:32:05.339.fits
