rjd,vrad,true_vrad,fwhm,bis_span,contrast,s_mw,ha,na,ca,rhk
54341.49295182992,-2193.745091,43.95,7520.10131,-35.783738,56.79788,497.88269,0.326181,0.177469,0.447206,-4.564468
54341.49674776988,-2193.450263,41.76,7520.641191,-28.960358,56.839031,487.365897,0.325676,0.179586,0.437132,-4.575763
54341.50047633983,-2194.282323,39.62,7520.236465,-29.973499,56.809088,496.81254,0.326285,0.179432,0.446181,-4.565604
54341.50435099984,-2199.024101,37.39,7521.844278,-32.036143,56.822377,495.354046,0.326303,0.178135,0.444784,-4.567157
54341.5081862798,-2201.162425,35.18,7515.12913,-32.318596,56.84995,494.627936,0.327044,0.179526,0.444088,-4.567932
54341.51205558982,-2200.193037,32.95,7520.264102,-28.675156,56.811947,497.690514,0.328864,0.179626,0.447022,-4.564672
54341.5158967902,-2204.898571,30.74,7513.97697,-32.354916,56.847295,492.259034,0.325733,0.178685,0.441819,-4.570471
54341.5196613702,-2204.704584,28.57,7517.065329,-32.811151,56.878219,491.717245,0.327991,0.178187,0.4413,-4.571054
54341.52360637998,-2203.028907,26.3,7509.406264,-30.175201,56.895388,491.932396,0.329402,0.178961,0.441506,-4.570823
54341.52754582977,-2193.789543,24.03,7505.162947,-25.697459,56.92813,494.488869,0.327838,0.17783,0.443955,-4.568081
54341.531237159856,-2186.67488,21.91,7504.900746,-30.873309,56.958783,495.908876,0.328305,0.177787,0.445315,-4.566566
54341.5350697902,-2180.042827,19.7,7508.986483,-31.037306,56.919143,497.749681,0.331695,0.17914,0.447078,-4.564609
54341.53890427016,-2182.979694,17.49,7518.374266,-35.705835,56.854606,503.111816,0.329904,0.178178,0.452214,-4.558959
54341.54278272018,-2189.0095,15.26,7527.589517,-35.075595,56.775718,501.869421,0.333156,0.178425,0.451024,-4.560262
54341.54654406989,-2199.054807,13.09,7539.820613,-38.782681,56.706558,505.246309,0.331343,0.178476,0.454259,-4.55673
54341.55044947984,-2206.585596,10.84,7544.834521,-37.383913,56.661694,504.272163,0.330538,0.17805,0.453326,-4.557746
54341.55424751016,-2219.207955,8.66,7546.360052,-33.873023,56.637305,500.552939,0.331377,0.178892,0.449763,-4.561646
54341.55804692023,-2229.692375,6.47,7550.231968,-30.293775,56.609284,505.64213,0.329331,0.178649,0.454638,-4.556318
54341.561880819965,-2243.55936,4.26,7547.576646,-29.58177,56.648504,500.329645,0.329407,0.179072,0.449549,-4.561881
54341.56571634999,-2253.379176,2.05,7542.525408,-24.689691,56.70244,501.844964,0.329922,0.178252,0.451001,-4.560287
54341.56958161015,-2264.107524,-0.17,7532.352808,-26.882979,56.727645,496.891261,0.328523,0.178279,0.446256,-4.56552
54341.57344966009,-2271.225625,-2.4,7524.792707,-24.08714,56.787115,497.045589,0.328074,0.178456,0.446404,-4.565356
54341.57724848995,-2276.545131,-4.59,7516.646577,-25.470918,56.879785,499.935066,0.327909,0.178683,0.449172,-4.562297
54341.58101283992,-2274.718201,-6.75,7510.179291,-29.190357,56.94001,496.027548,0.327655,0.177377,0.445429,-4.566439
54341.58494800003,-2267.605125,-9.02,7511.991363,-28.31629,56.954215,493.249252,0.327578,0.179105,0.442767,-4.569408
54341.588677289896,-2257.715922,-11.17,7512.160643,-29.024648,56.911435,495.040867,0.326041,0.178084,0.444484,-4.567491
54341.59254369978,-2251.787777,-13.39,7519.505761,-33.165311,56.867893,497.130069,0.328146,0.178795,0.446485,-4.565266
54341.596273439936,-2252.711848,-15.54,7523.946845,-29.224979,56.814408,494.226065,0.327406,0.179403,0.443703,-4.568362
54341.60024577007,-2254.035389,-17.83,7524.455941,-28.334869,56.815696,496.098003,0.328579,0.179222,0.445496,-4.566364
54341.6040172698,-2255.593004,-20.0,7515.902586,-30.108473,56.842872,495.72005,0.329208,0.178696,0.445134,-4.566767
54341.60777491983,-2257.075353,-22.16,7523.73843,-27.180126,56.825369,497.136244,0.327491,0.178138,0.446491,-4.56526
54341.61182234995,-2259.718284,-24.49,7521.688722,-28.55703,56.798288,497.849683,0.326648,0.180019,0.447174,-4.564503
54341.62356310012,-2266.189145,-31.25,7532.489191,-26.801172,56.689479,496.875584,0.33081,0.181506,0.446241,-4.565537
54341.62770922994,-2270.091431,-33.64,7524.299351,-32.198266,56.681854,504.438686,0.331902,0.180416,0.453485,-4.557572
54341.63143966999,-2274.128576,-35.79,7525.625545,-35.402355,56.754445,502.971751,0.327935,0.180428,0.45208,-4.559106
54341.63530864008,-2273.524852,-38.02,7529.73409,-30.364602,56.718519,497.029803,0.327807,0.179861,0.446389,-4.565373
54341.63896975014,-2275.438068,-40.13,7523.883108,-34.555945,56.713855,491.129827,0.328647,0.17978,0.440737,-4.571687
54341.6430185698,-2278.245204,-42.46,7524.225578,-31.80553,56.752679,502.099718,0.326645,0.180227,0.451245,-4.56002
54341.64667794015,-2279.110229,-44.56,7531.978902,-33.324219,56.746842,497.741766,0.328912,0.179866,0.447071,-4.564617
54341.65062202001,-2281.872531,-46.83,7527.931449,-31.727746,56.751594,494.36363,0.328386,0.177796,0.443835,-4.568215
