rjd,vrad,true_vrad,fwhm,bis_span,contrast,s_mw,ha,na,ca,rhk
59596.56941861985,14858.748731,3.480217391304348,13206.952675,-37.998982,34.745026,209.539052,0.225289,0.384201,0.171014,-4.612497
59596.57438171003,14859.456031,4.840217391304348,13201.547555,-40.33314,34.733336,208.217428,0.223358,0.383682,0.169748,-4.617249
59596.57964091003,14858.890336,4.980217391304349,13202.345636,-36.798738,34.745537,209.15533,0.223442,0.383378,0.170647,-4.613871
59596.58491999004,14857.55842,4.350217391304348,13211.047049,-35.554732,34.749231,209.825959,0.224045,0.382778,0.171289,-4.611472
59596.59020846011,14853.667344,1.1602173913043479,13208.943584,-38.534855,34.734782,209.609406,0.224169,0.384764,0.171082,-4.612245
59596.59551742021,14853.906824,2.110217391304348,13199.929731,-33.707669,34.73139,208.37842,0.224207,0.384944,0.169903,-4.616667
59596.60080293007,14854.67726,3.5802173913043482,13216.954186,-34.033072,34.736198,208.520685,0.223516,0.384225,0.170039,-4.616154
59596.60611716984,14854.686634,4.300217391304348,13207.997102,-38.647232,34.73134,209.076098,0.225409,0.384389,0.170571,-4.614155
59596.61133323982,14853.878404,4.180217391304348,13210.546953,-35.111984,34.743579,208.572297,0.224492,0.383832,0.170088,-4.615968
59596.61663375003,14851.147032,2.1602173913043483,13217.983729,-41.078189,34.724489,207.447088,0.224794,0.381587,0.169011,-4.620043
59596.62200513016,14854.547897,6.270217391304348,13207.494283,-40.299454,34.747472,208.671583,0.224314,0.384189,0.170184,-4.61561
59596.62723933999,14852.613779,5.030217391304348,13211.04591,-44.663747,34.708476,208.407946,0.224961,0.383222,0.169931,-4.616561
59596.63254727004,14852.923461,6.050217391304348,13212.995521,-34.040731,34.726123,207.903833,0.224581,0.382756,0.169448,-4.618384
59596.63778962009,14854.682559,8.510217391304348,13215.505988,-36.842969,34.741771,207.944879,0.224773,0.383619,0.169487,-4.618235
59596.64303934015,14866.268274,20.790217391304346,13194.113848,-35.572351,34.784941,208.024761,0.224392,0.382434,0.169564,-4.617946
59596.648450819775,14886.170617,41.41021739130434,13167.260065,-35.513299,34.832964,206.857142,0.223534,0.381829,0.168446,-4.622195
59596.6536199199,14910.802504,66.73021739130435,13109.857408,-39.98258,34.89628,207.919994,0.224287,0.382471,0.169464,-4.618326
59596.65904993983,14927.748296,84.40021739130435,13118.996639,-47.317112,34.864725,207.676958,0.22301,0.381277,0.169231,-4.619207
59596.664298629854,14923.694832,81.04021739130435,13141.736566,-71.188677,34.819024,207.488302,0.223518,0.380505,0.16905,-4.619893
59596.66967868013,14923.11871,81.18021739130435,13163.32446,-88.61322,34.777435,207.091879,0.223746,0.381099,0.16867,-4.621338
59596.67483623978,14923.605202,82.36021739130435,13196.111637,-94.52767,34.745919,208.59942,0.223331,0.379985,0.170114,-4.61587
59596.68017960014,14915.064468,74.53021739130435,13227.580596,-103.692936,34.688145,207.344458,0.223506,0.380066,0.168912,-4.620417
59596.68542191992,14908.031667,68.19021739130434,13253.480342,-103.684917,34.625112,208.026256,0.223547,0.379715,0.169565,-4.617941
