rjd,vrad,true_vrad,fwhm,bis_span,contrast,s_mw,ha,na,ca,rhk
60021.58313080994,17153.360504,13.08,11126.241981,6.828303,39.631882,159.183671,0.194588,0.349663,0.122781,-4.569188
60021.5903342301,17150.336797,12.34,11128.102013,9.596573,39.662524,156.071528,0.192856,0.351109,0.1198,-4.593362
60021.59764081007,17147.378268,11.58,11120.617302,8.007304,39.625805,158.209689,0.191157,0.351267,0.121848,-4.57661
60021.60472198995,17150.437646,10.85,11128.915798,2.99363,39.617396,155.203628,0.19186,0.350438,0.118969,-4.60035
60021.61216783989,17162.068007,10.08,11106.15048,7.772849,39.688006,158.372447,0.1927,0.353482,0.122004,-4.575361
60021.619426279794,17171.185915,9.33,11092.02619,5.908615,39.722648,156.554081,0.194394,0.350301,0.120263,-4.589524
60021.62671701005,17174.603765,8.58,11106.714919,9.753508,39.733262,159.231624,0.194197,0.35171,0.122827,-4.568826
60021.633776890114,17176.145013,7.85,11099.284355,12.274227,39.717736,155.829809,0.194879,0.352785,0.119569,-4.595297
60021.64137548022,17177.655487,7.07,11094.292096,1.217716,39.700317,158.517353,0.193552,0.352146,0.122143,-4.574252
60021.64857287984,17176.637196,6.32,11113.475156,-0.858811,39.664149,156.23055,0.194342,0.352138,0.119953,-4.592093
60021.65586420987,17170.833854,5.57,11119.679478,-7.40446,39.678658,158.41177,0.194484,0.353543,0.122042,-4.57506
60021.66296799993,17174.797338,4.83,11132.076646,-7.523527,39.642674,157.931623,0.194441,0.35326,0.121582,-4.578752
60021.67022095993,17168.514267,4.08,11125.046887,-9.34676,39.604437,157.438421,0.192737,0.351367,0.12111,-4.582578
60021.67773781018,17164.696737,3.31,11169.496109,-6.663267,39.572569,157.090481,0.191927,0.352624,0.120776,-4.585298
60021.68491641013,17158.345462,2.57,11151.254609,-9.73666,39.569698,159.422674,0.192652,0.35086,0.12301,-4.567386
60021.69245221,17157.930655,1.79,11157.726877,-2.616071,39.53861,159.559686,0.193415,0.351831,0.123141,-4.566357
60021.69946203986,17152.706472,1.06,11175.614572,-8.181819,39.498188,157.156268,0.194061,0.351064,0.120839,-4.584782
60021.70681947982,17139.999633,0.3,11174.198816,-5.539486,39.524917,157.666891,0.193962,0.353431,0.121328,-4.580802
60021.71407253016,17136.858641,-0.45,11172.058203,-1.570538,39.497247,158.064442,0.19326,0.352461,0.121709,-4.577728
60021.72129365988,17129.841266,-1.19,11182.654314,4.726415,39.49935,159.055191,0.19273,0.353897,0.122658,-4.57016
60021.72868897021,17127.421414,-1.96,11164.886682,12.557238,39.504836,159.402522,0.195017,0.352513,0.122991,-4.567538
60021.73597696005,17121.513909,-2.71,11172.646967,15.361791,39.514763,157.465688,0.194526,0.352967,0.121136,-4.582366
60021.74324306985,17113.07342,-3.46,11161.960578,23.524723,39.548891,158.484418,0.193215,0.350977,0.122112,-4.574504
60021.750504469965,17111.788335,-4.21,11132.69198,17.260196,39.570171,159.688085,0.193455,0.351436,0.123264,-4.565394
60021.75784339011,17109.952163,-4.97,11134.465719,13.192806,39.623888,157.731948,0.198699,0.350538,0.121391,-4.580297
60021.76501200022,17104.256526,-5.71,11121.516793,9.146752,39.657533,158.771668,0.194592,0.350034,0.122387,-4.572312
60021.77242929023,17098.18329,-6.48,11124.494516,7.646501,39.655727,157.125043,0.190882,0.350822,0.120809,-4.585027
60021.779673280194,17104.596581,-7.23,11096.582145,6.246049,39.659901,157.793716,0.194441,0.348528,0.12145,-4.579819
60021.78679597983,17105.854043,-7.96,11101.788974,-1.091413,39.687452,157.772829,0.192396,0.347662,0.12143,-4.57998
60021.79416394001,17099.209392,-8.72,11110.984118,0.063693,39.716363,155.054947,0.192509,0.349659,0.118827,-4.601559
60021.80139685003,17099.979816,-9.47,11081.864977,-5.771127,39.72566,158.678592,0.190727,0.348346,0.122298,-4.573021
60021.808957289904,17110.973536,-10.25,11115.38054,-11.202309,39.688939,155.387926,0.192889,0.348767,0.119146,-4.598857
60021.81617979007,17115.426045,-11.0,11117.939717,-10.297372,39.641984,157.719438,0.191042,0.347231,0.121379,-4.580394
60021.82327745017,17128.138192,-11.73,11128.595997,-3.398677,39.613209,154.911636,0.190293,0.349249,0.118689,-4.602727
60021.83048720984,17123.391206,-12.48,11144.294712,-6.975312,39.662614,157.795897,0.193159,0.349508,0.121452,-4.579802
60021.83803717978,17131.057192,-13.26,11114.667567,6.188404,39.642363,156.982169,0.190837,0.346609,0.120673,-4.586148
60021.845013590064,17119.779617,-13.98,11113.371024,1.01867,39.614478,154.14187,0.191488,0.347274,0.117952,-4.609055
60021.85230589006,17122.252929,-14.73,11126.12309,4.22207,39.619326,154.262731,0.193709,0.344486,0.118068,-4.608055
