rjd,vrad,true_vrad,fwhm,bis_span,contrast,s_mw,ha,na,ca,rhk
60135.54324059002,-31338.766939,0.6,7263.473084,-25.617252,61.190992,391.510423,0.287289,0.19823,0.345316,-4.496192
60135.54889834998,-31335.896873,0.58,7263.08118,-32.704594,61.14302,384.175165,0.278462,0.196471,0.33829,-4.506737
60135.55466875993,-31343.657911,0.56,7270.867877,-38.122918,60.946776,383.420104,0.280941,0.195702,0.337567,-4.507837
60135.56081204023,-31332.207655,0.54,7277.738035,-23.467984,61.140262,400.463266,0.284392,0.197802,0.353892,-4.483659
60135.566621670034,-31338.623985,0.52,7280.459118,-33.799995,61.140779,390.532871,0.277364,0.199935,0.34438,-4.497582
60135.572416299954,-31338.159484,0.5,7278.590882,-43.661275,61.16406,378.91916,0.278661,0.198344,0.333256,-4.514453
60135.57807020005,-31338.331805,0.48,7269.022661,-26.05061,61.255353,389.857975,0.27941,0.200324,0.343734,-4.498545
60135.58389511984,-31335.832978,0.46,7269.628637,-32.35379,61.15693,397.331807,0.281201,0.198354,0.350893,-4.488001
60135.589752499945,-31335.296094,0.44,7261.685833,-28.016178,61.21808,414.092119,0.282405,0.196752,0.366946,-4.465248
60135.59555394994,-31340.165673,0.42,7277.983113,-30.096031,61.15846,397.301016,0.282185,0.19756,0.350863,-4.488044
60135.60128756985,-31338.590873,0.4,7269.486709,-31.093125,61.212784,399.938171,0.279335,0.200191,0.353389,-4.484384
60135.60719307,-31337.556217,0.38,7277.771958,-36.691021,61.110511,384.027614,0.282492,0.20212,0.338149,-4.506952
60135.61301189987,-31334.684853,0.36,7268.074776,-40.44822,61.1397,404.075947,0.281274,0.199272,0.357352,-4.478702
60135.61888216995,-31332.208208,0.34,7274.592688,-28.752686,61.124403,411.028038,0.278034,0.197436,0.364012,-4.46932
60135.6247232398,-31326.396658,0.32,7285.028974,-30.90244,61.155359,399.023048,0.280393,0.198257,0.352512,-4.485651
