rjd,vrad,true_vrad,fwhm,bis_span,contrast,s_mw,ha,na,ca,rhk
59574.54855623003,14825.818281,9.36,13215.306432,-15.779097,34.809294,200.360185,0.218652,0.37168,0.162222,-4.646629
59574.55390112987,14827.519837,8.88,13226.433573,-12.748114,34.830372,198.504147,0.217854,0.37407,0.160445,-4.653869
59574.55909771984,14823.936367,8.41,13214.158342,-10.455272,34.846426,200.217958,0.220848,0.372907,0.162086,-4.647179
59574.56438161014,14824.30371,7.93,13196.541168,-4.18231,34.853377,197.573345,0.219498,0.375403,0.159553,-4.657546
59574.57002572995,14825.307987,7.41,13200.244833,-16.399086,34.832662,198.384131,0.22154,0.37441,0.16033,-4.654341
59574.57495392021,14821.531069,6.96,13209.342765,-7.124311,34.823469,198.945325,0.219064,0.374646,0.160867,-4.652137
59574.57999120001,14822.590017,6.51,13196.054408,-14.285746,34.842833,199.952063,0.219377,0.374701,0.161831,-4.64821
59574.585355250165,14837.737638,6.02,13151.794476,2.561609,34.905347,198.414758,0.22102,0.37549,0.160359,-4.654221
59574.59054192016,14863.25203,5.55,13136.078156,-11.307069,34.940526,196.910084,0.219426,0.376589,0.158918,-4.660185
59574.596336099785,14884.259497,5.02,13106.787137,-22.392846,34.988125,193.045072,0.219097,0.378227,0.155216,-4.675892
59574.60138325999,14899.542532,4.56,13110.487395,-14.490177,34.985132,195.580345,0.219022,0.375347,0.157644,-4.665525
59574.60709651001,14899.948353,4.04,13152.109486,-56.468368,34.961227,199.99117,0.21838,0.375836,0.161869,-4.648059
59574.61199979018,14900.812674,3.6,13172.022134,-67.520913,34.866948,198.06081,0.217277,0.375164,0.16002,-4.655616
59574.61749866,14889.408364,3.1,13195.868882,-78.124742,34.835678,197.30736,0.220918,0.376648,0.159298,-4.658602
59574.62242913013,14885.027126,2.65,13243.809931,-75.415453,34.752757,200.591093,0.218954,0.375803,0.162444,-4.645736
59574.62772811018,14875.584014,2.16,13280.603537,-73.250335,34.708783,199.857282,0.220664,0.376772,0.161741,-4.648579
59574.63312399993,14862.340994,1.67,13299.481015,-73.662987,34.69014,199.652094,0.219277,0.377512,0.161544,-4.649377
59574.63850829983,14847.814121,1.18,13321.48639,-54.304406,34.652984,200.010912,0.217604,0.376233,0.161888,-4.647982
59574.64361786982,14838.70189,0.72,13338.561112,-41.338444,34.620659,200.390092,0.220062,0.375823,0.162251,-4.646513
59574.64887215989,14820.555159,0.24,13360.003812,-31.517822,34.627907,199.913769,0.218299,0.3748,0.161795,-4.648359
59574.65403806977,14807.500003,-0.23,13358.62697,0.570583,34.609379,198.816822,0.219505,0.375232,0.160744,-4.652641
59574.65945228003,14790.793494,-0.72,13344.42355,23.832992,34.629562,200.628927,0.219724,0.374725,0.16248,-4.64559
59574.6647576699,14779.682867,-1.2,13333.420177,40.739023,34.633632,201.056294,0.219204,0.375117,0.162889,-4.643944
59574.67001793999,14763.278388,-1.68,13301.402821,58.021643,34.68017,200.892325,0.219105,0.375057,0.162732,-4.644575
59574.675275589805,14749.305073,-2.16,13257.459188,59.509076,34.736871,199.919348,0.217332,0.374042,0.1618,-4.648338
59574.68071117997,14737.296461,-2.65,13228.59676,64.236504,34.792442,201.282062,0.217806,0.37498,0.163105,-4.643077
59574.68583580991,14736.753894,-3.12,13183.639628,49.149599,34.857874,200.634315,0.218925,0.374027,0.162485,-4.64557
59574.69108298002,14732.373995,-3.6,13145.329071,41.016671,34.913498,199.751538,0.218651,0.374608,0.161639,-4.64899
59574.69643886993,14723.581511,-4.08,13121.23071,29.744763,34.965642,197.94097,0.220145,0.375319,0.159905,-4.65609
59574.70165150007,14726.010277,-4.56,13089.960041,2.196804,35.029763,199.789124,0.218919,0.375059,0.161675,-4.648844
59574.7069512899,14726.128246,-5.04,13077.775325,-19.511511,35.068014,199.872049,0.219329,0.374527,0.161755,-4.648521
59574.71226370009,14732.860175,-5.52,13067.514742,-33.237609,35.106339,200.068211,0.218521,0.37502,0.161943,-4.64776
59574.717461269815,14741.702465,-5.99,13075.571622,-42.170321,35.121173,200.254669,0.220299,0.373982,0.162121,-4.647037
59574.72272798978,14760.237149,-6.47,13096.038358,-36.573868,35.05443,199.756956,0.220309,0.372916,0.161645,-4.648969
59574.72812019987,14782.484038,-6.96,13161.246659,-24.36456,34.946274,199.939968,0.219994,0.374634,0.16182,-4.648257
59574.73337254021,14802.74061,-7.44,13190.735641,-15.962222,34.857079,198.740003,0.218355,0.374868,0.160671,-4.652942
59574.73874020996,14808.539967,-7.93,13205.001122,-10.828523,34.842944,200.150842,0.219814,0.374891,0.162022,-4.647439
59574.74391708989,14807.287417,-8.4,13207.727335,-4.015191,34.833708,198.67996,0.219958,0.374348,0.160613,-4.653178
59574.74922634987,14808.5091,-8.88,13207.548915,-10.67853,34.818545,199.867865,0.220086,0.374138,0.161751,-4.648538
59574.75395186991,14807.272905,-9.31,13183.430166,-10.037436,34.858784,197.557752,0.219756,0.373482,0.159538,-4.657608
